ID,School_name,Gender,Age,Address,Family_size ,Pstatus ,school_choice_reason,home_to_school_travel_time,weekly_study_time,num_of_past_class_failures,extra_educational_support,family_educational_support,extra_paid_classes,extra_curricular_activities,attended_nursery_school,wants_higher_education,internet_access_at_home,free_time_after_school,going_out_with_friends,current_health_status,mat_number_of_school_absences,mat_first_period_grade,mat_second_period_grade,mat_final_grade,por_number_of_school_absences,por_first_period_grade,por_second_period_grade,por_final_grade
130,Gabriel Pereira,Female,15,Rural,greater than 3,living together,course,15 to 30 min.,5 to 10 hours,2,no,yes,no,no,yes,yes,yes,Low,Low,Very High,0,12,0,0,0,10,11,12
131,Gabriel Pereira,Female,15,Urban,greater than 3,living together,course,30 min. to 1 hour,<2 hours,0,no,yes,no,yes,no,yes,yes,Medium,Medium,High,0,8,0,0,10,10,9,8
132,Gabriel Pereira,Female,17,Urban,equal to 3,living together,course,<15 min,<2 hours,0,no,yes,no,no,yes,yes,yes,High,High,Very High,12,10,13,12,8,11,10,11
133,Gabriel Pereira,Female,16,Urban,greater than 3,Apart,course,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,Low,Very Low,Very High,16,12,11,11,6,11,12,13
134,Gabriel Pereira,Male,15,Rural,greater than 3,living together,course, >1 hour,2 to 5 hours,0,no,yes,no,no,yes,yes,no,Medium,Medium,Very High,0,9,0,0,2,13,12,12
135,Gabriel Pereira,Female,15,Urban,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,Medium,Medium,Very High,0,11,0,0,12,15,13,14
136,Gabriel Pereira,Male,17,Rural,greater than 3,living together,course,30 min. to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,High,Very High,Very High,0,10,0,0,4,9,9,11
137,Gabriel Pereira,Female,16,Urban,greater than 3,Apart,course,15 to 30 min.,<2 hours,2,no,yes,no,yes,no,yes,yes,Medium,Low,Very High,0,4,0,0,12,13,11,11
138,Gabriel Pereira,Male,16,Urban,equal to 3,living together,course,<15 min,2 to 5 hours,1,no,no,no,no,yes,yes,no,High,High,Very High,0,14,12,12,2,12,11,11
139,Gabriel Pereira,Female,15,Urban,greater than 3,living together,course,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,Medium,Low,Very High,0,16,16,15,4,13,14,15
140,Gabriel Pereira,Male,15,Urban,greater than 3,living together,course,15 to 30 min.,  >10 hours,0,yes,yes,no,no,yes,yes,yes,Low,Low,Medium,0,7,9,0,2,10,9,10
141,Gabriel Pereira,Male,16,Urban,equal to 3,living together,reputation,15 to 30 min.,<2 hours,2,no,yes,no,yes,yes,yes,yes,Medium,Medium,Low,8,9,9,9,0,14,13,13
142,Gabriel Pereira,Female,15,Urban,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,Low,Low,Very High,2,9,11,11,2,11,11,12
143,Gabriel Pereira,Female,16,Urban,equal to 3,living together,course,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,High,High,Very Low,2,14,14,13,10,12,11,11
144,Gabriel Pereira,Male,17,Urban,greater than 3,living together,home,<15 min,<2 hours,3,no,yes,no,no,yes,yes,yes,High,Very High,Very High,0,5,0,0,8,12,11,11
145,Gabriel Pereira,Female,15,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,High,Low,Very High,0,8,11,11,4,9,9,10
146,Gabriel Pereira,Female,15,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,3,no,yes,no,no,yes,yes,yes,Medium,Low,Medium,0,6,7,0,0,10,10,10
147,Gabriel Pereira,Female,15,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,Medium,Low,Very High,2,10,11,11,6,13,14,14
148,Gabriel Pereira,Male,16,Urban,greater than 3,living together,course,<15 min,<2 hours,0,no,yes,no,no,yes,no,yes,Medium,Low,Very High,0,7,6,0,2,8,9,9
149,Gabriel Pereira,Male,15,Urban,equal to 3,Apart,course, >1 hour,<2 hours,3,no,no,no,no,yes,yes,yes,Very High,Very High,Very High,0,8,9,10,6,9,11,11
150,Gabriel Pereira,Male,18,Urban,equal to 3,living together,course,<15 min,<2 hours,3,no,no,no,no,yes,no,yes,Medium,Very High,High,0,6,5,0,24,9,8,9
151,Gabriel Pereira,Male,16,Urban,equal to 3,living together,course,<15 min,<2 hours,1,no,no,no,yes,yes,yes,no,High,High,Very High,6,12,13,14,0,15,13,13
152,Gabriel Pereira,Female,15,Rural,greater than 3,living together,reputation,15 to 30 min.,5 to 10 hours,2,no,yes,yes,yes,yes,yes,yes,Low,Very Low,Medium,8,10,10,10,4,12,11,11
153,Gabriel Pereira,Male,19,Urban,greater than 3,living together,home,<15 min,<2 hours,3,no,yes,no,no,yes,no,yes,Very High,High,High,0,5,0,0,2,13,13,13
154,Gabriel Pereira,Female,17,Urban,greater than 3,living together,course,<15 min,<2 hours,0,yes,yes,no,no,yes,yes,no,Low,Very Low,High,0,11,11,12,4,10,11,11
155,Gabriel Pereira,Male,15,Rural,greater than 3,living together,course,<15 min,2 to 5 hours,0,yes,no,yes,yes,yes,yes,no,High,High,Very Low,2,11,8,8,22,9,7,6
156,Gabriel Pereira,Male,17,Rural,equal to 3,living together,reputation,<15 min,<2 hours,0,no,no,no,no,yes,yes,no,Low,Low,Very High,8,16,12,13,0,12,12,12
157,Gabriel Pereira,Female,18,Rural,greater than 3,living together,course,30 min. to 1 hour,<2 hours,3,no,yes,no,yes,no,yes,no,Low,Very High,High,6,9,8,10,0,11,10,10
158,Gabriel Pereira,Male,16,Rural,greater than 3,living together,course,30 min. to 1 hour,<2 hours,0,no,no,no,no,no,yes,no,Low,Low,Medium,2,17,15,15,2,11,11,11
159,Gabriel Pereira,Male,16,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,Very High,Very High,Very High,4,10,12,12,6,13,12,13
160,Gabriel Pereira,Male,17,Rural,equal to 3,living together,course,15 to 30 min.,<2 hours,2,no,no,no,yes,yes,no,yes,Medium,Low,Very High,0,7,6,0,6,11,11,11
161,Gabriel Pereira,Male,15,Rural,greater than 3,living together,course,15 to 30 min.,2 to 5 hours,2,yes,yes,no,no,yes,yes,yes,High,High,Medium,6,5,9,7,16,9,9,8
162,Gabriel Pereira,Male,16,Urban,equal to 3,living together,course,15 to 30 min.,<2 hours,1,no,no,no,yes,yes,yes,no,High,High,Very High,0,7,0,0,0,12,11,11
163,Gabriel Pereira,Male,17,Urban,greater than 3,living together,course,<15 min,<2 hours,0,no,no,no,no,yes,no,yes,Medium,Medium,Low,2,10,10,10,0,11,9,0
164,Gabriel Pereira,Male,17,Rural,equal to 3,living together,course, >1 hour,2 to 5 hours,3,no,no,no,yes,yes,no,no,Medium,Very High,Very High,0,5,8,7,6,9,10,10
165,Gabriel Pereira,Male,16,Urban,greater than 3,living together,course,15 to 30 min.,<2 hours,1,no,yes,no,yes,no,no,no,Very High,Low,Low,16,12,11,12,2,13,13,13
166,Gabriel Pereira,Male,16,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,no,no,no,yes,no,yes,Medium,Very High,High,4,10,10,10,6,11,9,11
167,Gabriel Pereira,Female,16,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,Low,Medium,Medium,0,14,15,16,0,13,13,13
168,Gabriel Pereira,Female,16,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,Very Low,Very High,High,0,6,7,0,0,7,8,8
169,Gabriel Pereira,Female,16,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,High,Low,Medium,0,14,14,14,14,9,8,10
170,Gabriel Pereira,Male,16,Urban,greater than 3,living together,course,30 min. to 1 hour,<2 hours,2,no,yes,no,yes,no,yes,yes,High,Very High,Low,0,6,5,0,6,11,10,11
171,Gabriel Pereira,Male,16,Urban,greater than 3,living together,reputation,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,Low,Medium,2,13,15,16,4,12,10,11
172,Gabriel Pereira,Male,17,Urban,equal to 3,living together,reputation,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,High,High,Very High,0,13,11,10,0,10,10,1
173,Gabriel Pereira,Female,16,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,3,no,no,no,yes,no,yes,yes,Medium,Very High,Medium,0,8,7,0,0,9,8,10
174,Gabriel Pereira,Female,16,Urban,equal to 3,living together,reputation,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,High,Very High,High,4,10,11,9,8,8,8,9
175,Gabriel Pereira,Male,17,Urban,equal to 3,living together,course,15 to 30 min.,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,High,High,High,4,10,9,9,4,7,6,8
176,Gabriel Pereira,Female,16,Urban,greater than 3,living together,reputation,15 to 30 min.,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,High,High,Very High,2,13,13,11,2,8,9,10
177,Gabriel Pereira,Male,17,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,Medium,High,High,4,6,5,6,2,9,8,8
178,Gabriel Pereira,Male,16,Rural,greater than 3,living together,other,<15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,Medium,Medium,Medium,10,10,8,9,0,8,8,8
179,Gabriel Pereira,Male,17,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Low,Medium,Low,4,10,10,11,10,8,7,8
180,Gabriel Pereira,Male,16,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,High,Medium,Medium,10,9,8,8,0,9,10,11
181,Gabriel Pereira,Male,16,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,Low,Medium,Medium,2,12,13,12,0,17,17,18
182,Gabriel Pereira,Female,17,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,High,Low,Very High,0,16,17,17,0,12,12,13
183,Gabriel Pereira,Female,17,Urban,equal to 3,living together,reputation,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Medium,Medium,Very Low,56,9,9,8,0,16,16,17
184,Gabriel Pereira,Female,16,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Low,Low,Very Low,14,12,13,12,4,9,9,10
185,Gabriel Pereira,Male,17,Urban,greater than 3,living together,other,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Medium,High,High,12,12,12,11,0,16,17,18
186,Gabriel Pereira,Male,16,Urban,greater than 3,living together,other,<15 min,<2 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,Medium,Medium,2,11,12,11,0,11,9,10
187,Gabriel Pereira,Male,16,Urban,equal to 3,living together,course,<15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,Low,Medium,Very High,0,15,15,15,0,14,13,13
188,Gabriel Pereira,Female,17,Urban,greater than 3,Apart,reputation,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,Medium,Medium,Medium,6,8,7,9,0,14,14,15
189,Gabriel Pereira,Male,17,Rural,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,no,Very Low,Medium,Medium,4,8,9,10,0,10,11,11
190,Gabriel Pereira,Female,16,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,no,no,no,yes,yes,yes,Medium,Medium,Low,10,11,12,13,0,13,12,14
191,Gabriel Pereira,Female,17,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Medium,Medium,Medium,0,8,8,9,4,11,9,10
192,Gabriel Pereira,Male,17,Urban,greater than 3,living together,other,15 to 30 min.,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,High,High,Very High,12,7,8,8,8,10,9,11
193,Gabriel Pereira,Male,16,Rural,greater than 3,living together,reputation,<15 min,<2 hours,0,no,yes,no,yes,yes,yes,yes,Medium,Low,Very High,8,8,9,10,4,11,11,13
194,Gabriel Pereira,Male,16,Urban,greater than 3,living together,home,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,Medium,Medium,Medium,0,13,14,14,4,11,10,11
195,Gabriel Pereira,Female,17,Urban,equal to 3,living together,course,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Medium,Low,Very High,0,14,15,15,0,11,12,13
196,Gabriel Pereira,Male,17,Urban,greater than 3,living together,home,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,Low,Medium,Very High,4,17,15,16,0,17,18,17
197,Gabriel Pereira,Male,16,Rural,equal to 3,living together,home,30 min. to 1 hour,<2 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,High,Medium,8,9,9,10,32,14,13,14
198,Gabriel Pereira,Female,17,Urban,greater than 3,living together,home,15 to 30 min.,<2 hours,1,no,yes,no,no,yes,yes,yes,Low,High,Low,24,18,18,18,8,14,15,16
199,Gabriel Pereira,Female,16,Urban,equal to 3,living together,reputation,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Very High,Low,Medium,0,9,9,10,6,11,13,14
200,Gabriel Pereira,Female,16,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Medium,Very High,Low,2,16,16,16,0,10,9,11
201,Gabriel Pereira,Female,16,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,no,High,Medium,High,6,8,10,10,0,13,14,16
202,Gabriel Pereira,Female,17,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,no,High,High,Very Low,4,9,9,10,10,12,13,14
203,Gabriel Pereira,Female,17,Rural,greater than 3,living together,reputation,<15 min,<2 hours,0,no,yes,no,no,yes,yes,yes,Medium,Low,Medium,18,7,6,6,6,9,9,10
204,Gabriel Pereira,Female,16,Rural,greater than 3,living together,reputation,15 to 30 min.,  >10 hours,0,no,yes,yes,yes,no,yes,yes,Medium,Very High,Very High,6,10,10,11,6,12,12,13
205,Gabriel Pereira,Female,17,Urban,greater than 3,living together,home,<15 min,5 to 10 hours,1,no,yes,yes,no,yes,yes,yes,High,Medium,Very High,28,10,9,9,0,12,11,12
206,Gabriel Pereira,Female,16,Urban,greater than 3,Apart,course,<15 min,2 to 5 hours,3,no,yes,yes,no,yes,yes,yes,Medium,Medium,High,5,7,7,7,16,10,11,12
207,Gabriel Pereira,Female,16,Urban,greater than 3,living together,other,<15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,Medium,Low,Very Low,10,11,12,13,0,11,10,10
208,Gabriel Pereira,Female,16,Urban,greater than 3,living together,home,15 to 30 min.,<2 hours,0,no,yes,yes,no,yes,yes,no,Medium,Low,Very High,6,9,9,10,0,13,12,12
209,Gabriel Pereira,Female,17,Rural,greater than 3,living together,reputation,15 to 30 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,High,Low,High,6,7,7,7,8,14,15,16
210,Gabriel Pereira,Female,19,Urban,greater than 3,living together,reputation,<15 min,  >10 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,Medium,Medium,10,8,8,8,4,13,13,14
211,Gabriel Pereira,Male,17,Urban,equal to 3,living together,home,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Medium,Very High,Medium,13,12,12,13,16,10,11,12
212,Gabriel Pereira,Female,16,Urban,greater than 3,Apart,reputation,<15 min,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,Medium,High,High,0,12,13,14,30,14,15,16
213,Gabriel Pereira,Male,18,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,High,High,Very High,15,6,7,8,0,11,10,11
214,Gabriel Pereira,Female,17,Rural,equal to 3,living together,other,<15 min,<2 hours,0,no,yes,yes,no,yes,yes,no,Low,Very Low,Medium,12,8,10,10,2,14,14,15
215,Gabriel Pereira,Female,17,Urban,equal to 3,living together,reputation,15 to 30 min.,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,High,High,Very Low,2,14,15,15,4,11,12,12
216,Gabriel Pereira,Female,17,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,2,no,no,yes,no,yes,yes,yes,High,Very High,Very Low,22,6,6,4,0,14,15,15
217,Gabriel Pereira,Male,18,Urban,equal to 3,living together,home,<15 min,2 to 5 hours,1,no,yes,yes,no,yes,yes,yes,Low,High,High,13,6,6,8,21,13,13,13
218,Gabriel Pereira,Female,17,Urban,greater than 3,living together,home,15 to 30 min.,<2 hours,0,no,yes,yes,no,yes,yes,no,Medium,Medium,Medium,3,7,7,8,6,13,13,13
219,Gabriel Pereira,Female,17,Urban,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,Medium,High,4,9,10,10,14,8,9,8
220,Gabriel Pereira,Female,17,Rural,greater than 3,living together,reputation,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,Low,Very High,Very High,2,6,6,6,2,11,11,12
221,Gabriel Pereira,Female,17,Urban,greater than 3,living together,reputation,<15 min,5 to 10 hours,1,no,yes,no,yes,yes,yes,no,Medium,High,Very High,0,6,5,0,4,14,15,15
222,Gabriel Pereira,Female,16,Urban,greater than 3,living together,other,<15 min,2 to 5 hours,0,yes,no,no,no,yes,yes,yes,Medium,Very Low,Medium,2,16,16,17,2,12,13,13
223,Gabriel Pereira,Male,18,Urban,greater than 3,living together,home,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Medium,Medium,High,0,12,13,13,0,11,12,12
224,Gabriel Pereira,Female,16,Urban,greater than 3,living together,home,<15 min,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,Medium,Low,Very High,0,13,13,14,4,12,12,12
225,Gabriel Pereira,Female,18,Rural,greater than 3,living together,reputation,<15 min,2 to 5 hours,1,no,no,no,yes,yes,yes,yes,Medium,Medium,High,16,9,8,7,15,13,12,12
226,Gabriel Pereira,Female,17,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,Medium,High,Medium,10,16,15,15,0,13,13,13
227,Gabriel Pereira,Male,17,Urban,equal to 3,living together,reputation,<15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,Medium,Medium,Medium,2,12,11,12,10,12,11,11
228,Gabriel Pereira,Male,18,Urban,equal to 3,living together,course, >1 hour,2 to 5 hours,0,yes,yes,yes,yes,yes,yes,yes,Medium,Low,Medium,14,10,8,9,6,12,11,11
229,Gabriel Pereira,Female,17,Urban,greater than 3,Apart,course,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,Low,Medium,Medium,10,12,10,12,2,14,16,15
230,Gabriel Pereira,Female,17,Urban,equal to 3,living together,reputation,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Low,Medium,Medium,14,13,13,14,16,11,9,10
231,Gabriel Pereira,Male,17,Rural,greater than 3,living together,course,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Very High,Low,Very Low,4,11,11,11,10,10,10,10
232,Gabriel Pereira,Male,17,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,Very High,Very High,Low,14,11,9,9,4,12,13,13
233,Gabriel Pereira,Male,16,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Low,High,Very Low,2,14,13,13,0,12,12,13
234,Gabriel Pereira,Male,16,Urban,equal to 3,living together,home,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,High,Low,Very High,18,9,7,6,0,11,10,11
235,Gabriel Pereira,Male,16,Urban,greater than 3,living together,reputation,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,Medium,Medium,Low,10,11,9,10,12,12,12,12
236,Gabriel Pereira,Male,17,Urban,equal to 3,living together,home,<15 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,High,Low,High,4,14,13,13,0,13,13,14
237,Gabriel Pereira,Female,16,Urban,greater than 3,living together,home,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,Very High,Low,Very High,20,13,12,12,9,10,9,10
238,Gabriel Pereira,Female,17,Rural,greater than 3,living together,course,30 min. to 1 hour,2 to 5 hours,0,no,no,no,yes,yes,yes,no,Very Low,Very Low,Medium,2,13,11,11,4,15,16,16
239,Gabriel Pereira,Male,18,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,1,no,no,no,no,yes,no,yes,Very High,High,Low,0,7,7,0,4,8,8,8
240,Gabriel Pereira,Male,17,Urban,equal to 3,living together,course,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Very High,Very High,Very High,14,12,12,12,2,17,18,17
241,Gabriel Pereira,Male,17,Rural,equal to 3,Apart,course,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Medium,Medium,High,2,10,11,12,0,10,11,11
242,Gabriel Pereira,Male,16,Urban,equal to 3,living together,course,<15 min,<2 hours,0,no,no,no,yes,no,yes,yes,High,Very High,Medium,0,6,0,0,2,9,10,11
243,Gabriel Pereira,Male,16,Urban,greater than 3,living together,course,<15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,Medium,Low,Very High,0,13,12,12,0,15,15,16
244,Gabriel Pereira,Female,18,Urban,greater than 3,living together,course,15 to 30 min.,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,High,High,Medium,0,7,0,0,0,14,12,12
245,Gabriel Pereira,Male,16,Urban,greater than 3,living together,course,30 min. to 1 hour,<2 hours,0,no,no,no,no,yes,yes,yes,Medium,Medium,High,6,18,18,18,0,12,13,13
246,Gabriel Pereira,Male,17,Urban,greater than 3,living together,course,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,Low,Low,Low,4,12,12,13,0,13,13,13
247,Gabriel Pereira,Male,22,Urban,greater than 3,living together,other,<15 min,<2 hours,3,no,no,no,no,no,no,yes,High,Very High,Very Low,16,6,8,8,0,13,13,14
248,Gabriel Pereira,Male,18,Rural,equal to 3,living together,course,<15 min,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,Medium,Medium,Very High,8,3,5,5,2,9,9,9
249,Gabriel Pereira,Male,16,Urban,greater than 3,living together,other,<15 min,<2 hours,0,no,no,yes,no,no,yes,yes,Medium,Low,Very High,0,13,15,15,0,12,12,12
250,Gabriel Pereira,Male,18,Urban,greater than 3,living together,course,15 to 30 min.,<2 hours,1,no,no,no,no,yes,no,yes,High,Very High,Very High,0,6,8,8,0,16,16,16
251,Gabriel Pereira,Male,16,Urban,greater than 3,living together,reputation,30 min. to 1 hour,2 to 5 hours,0,yes,yes,no,no,no,yes,yes,Medium,Medium,Low,6,7,10,10,4,9,10,10
252,Gabriel Pereira,Male,18,Urban,greater than 3,living together,other,<15 min,<2 hours,1,no,no,no,no,no,no,yes,Low,Very High,Very High,4,6,9,8,0,14,13,13
253,Gabriel Pereira,Male,16,Rural,greater than 3,living together,course,15 to 30 min.,<2 hours,0,no,no,no,yes,no,yes,no,Medium,Low,Medium,0,8,9,8,18,10,10,10
254,Gabriel Pereira,Male,17,Rural,greater than 3,living together,course,<15 min,<2 hours,0,no,no,no,no,no,yes,yes,High,Low,Very High,0,8,12,12,16,9,8,10
255,Gabriel Pereira,Male,17,Urban,equal to 3,living together,course,15 to 30 min.,<2 hours,1,no,yes,no,yes,yes,yes,yes,High,High,Very High,2,7,9,8,14,8,7,7
256,Gabriel Pereira,Female,17,Urban,equal to 3,living together,reputation,<15 min,  >10 hours,0,no,yes,yes,yes,yes,yes,yes,Low,Medium,High,6,14,12,13,26,7,8,8
257,Gabriel Pereira,Male,19,Urban,equal to 3,Apart,reputation,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,Medium,Very Low,Very Low,12,11,11,11,6,10,8,9
258,Gabriel Pereira,Male,18,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Low,High,High,8,15,14,14,4,14,14,15
259,Gabriel Pereira,Female,17,Urban,equal to 3,living together,course,<15 min,  >10 hours,0,no,no,yes,yes,yes,yes,yes,High,Very Low,Low,0,10,9,0,10,11,10,10
260,Gabriel Pereira,Female,18,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Very Low,Low,Low,21,17,18,18,4,12,11,11
261,Gabriel Pereira,Male,18,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,Medium,Low,Medium,2,8,8,8,2,13,13,13
262,Gabriel Pereira,Male,18,Rural,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,no,no,yes,no,yes,no,Medium,Low,Medium,1,13,12,12,14,9,9,8
