ID,School_name,Gender,Age,Address,Family_size ,Pstatus ,school_choice_reason,home_to_school_travel_time,weekly_study_time,num_of_past_class_failures,extra_educational_support,family_educational_support,extra_paid_classes,extra_curricular_activities,attended_nursery_school,wants_higher_education,internet_access_at_home,free_time_after_school,going_out_with_friends,current_health_status,mat_number_of_school_absences,mat_first_period_grade,mat_second_period_grade,mat_final_grade,por_number_of_school_absences,por_first_period_grade,por_second_period_grade,por_final_grade
263,Gabriel Pereira,Female,17,Urban,greater than 3,living together,home,<15 min,5 to 10 hours,0,no,no,no,yes,no,yes,no,Low,Medium,High,4,10,9,9,16,8,7,8
264,Gabriel Pereira,Female,18,Urban,greater than 3,living together,home,<15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,Medium,Medium,0,9,10,0,8,11,9,10
265,Gabriel Pereira,Male,18,Rural,equal to 3,Apart,reputation,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Low,Very High,Very Low,13,17,17,17,4,15,14,15
266,Gabriel Pereira,Male,17,Urban,greater than 3,living together,other,<15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,High,High,Very High,2,9,9,10,4,15,14,14
267,Gabriel Pereira,Female,18,Rural,greater than 3,living together,reputation,15 to 30 min.,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,Medium,High,High,8,12,10,11,8,15,15,15
268,Gabriel Pereira,Male,18,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,High,Very High,Very High,10,10,9,10,0,12,12,12
269,Gabriel Pereira,Female,18,Rural,greater than 3,living together,reputation,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,no,yes,Medium,Very High,Medium,0,6,0,0,7,14,14,15
270,Gabriel Pereira,Female,19,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,2,no,yes,yes,yes,yes,yes,yes,Medium,Very High,Very High,15,9,9,9,4,14,15,15
271,Gabriel Pereira,Female,18,Urban,greater than 3,living together,reputation,<15 min,  >10 hours,0,no,yes,yes,yes,yes,yes,yes,Very High,Very High,Low,4,15,14,14,2,11,11,12
272,Gabriel Pereira,Female,18,Urban,equal to 3,living together,home,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,no,yes,no,High,Medium,Medium,2,11,11,11,2,13,14,15
273,Gabriel Pereira,Male,17,Rural,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,yes,yes,yes,no,yes,no,Very High,Low,Very Low,2,15,14,14,10,11,11,11
274,Gabriel Pereira,Female,17,Urban,greater than 3,living together,reputation,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Medium,Medium,Very Low,2,10,10,10,10,10,9,10
275,Gabriel Pereira,Female,17,Urban,equal to 3,living together,course,15 to 30 min.,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,High,High,Very High,6,12,12,12,10,12,10,11
276,Gabriel Pereira,Female,18,Rural,greater than 3,Apart,home,15 to 30 min.,2 to 5 hours,0,no,no,no,no,no,no,yes,Very Low,Very Low,Very High,75,10,9,9,7,15,16,16
277,Gabriel Pereira,Male,18,Urban,greater than 3,living together,home,15 to 30 min.,<2 hours,0,no,no,yes,yes,yes,yes,yes,Low,High,Medium,22,9,9,9,4,11,10,11
278,Gabriel Pereira,Female,18,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,1,yes,yes,no,yes,yes,yes,yes,High,High,High,15,9,8,8,2,9,12,13
279,Gabriel Pereira,Male,18,Urban,equal to 3,living together,course,15 to 30 min.,<2 hours,0,no,no,yes,yes,yes,yes,yes,Low,Medium,Very Low,8,10,11,10,12,7,8,5
280,Gabriel Pereira,Male,17,Urban,equal to 3,Apart,home,15 to 30 min.,<2 hours,0,no,no,yes,yes,yes,yes,yes,Very High,High,Very High,30,8,8,8,8,10,9,10
281,Gabriel Pereira,Male,17,Urban,equal to 3,Apart,home,<15 min,<2 hours,1,no,no,no,no,yes,yes,yes,High,High,Medium,19,11,9,10,0,11,12,11
282,Gabriel Pereira,Female,18,Rural,equal to 3,living together,reputation,15 to 30 min.,  >10 hours,0,no,yes,yes,yes,yes,yes,no,Low,Low,Medium,1,12,12,12,8,7,8,7
283,Gabriel Pereira,Female,18,Urban,greater than 3,living together,home,15 to 30 min.,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,High,High,High,4,8,9,10,4,9,11,10
284,Gabriel Pereira,Female,17,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,yes,no,no,no,yes,yes,High,Very High,Very High,4,10,9,11,4,7,8,6
285,Gabriel Pereira,Male,17,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,0,no,no,yes,no,no,yes,yes,Medium,Medium,High,2,12,10,11,2,14,13,12
286,Gabriel Pereira,Female,18,Urban,greater than 3,living together,other,<15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,Medium,Medium,Low,5,18,18,19,0,12,12,13
287,Gabriel Pereira,Female,17,Urban,greater than 3,living together,reputation,<15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,Medium,Medium,Medium,6,13,12,12,0,9,10,10
288,Gabriel Pereira,Male,18,Urban,greater than 3,living together,reputation,<15 min,5 to 10 hours,0,no,no,yes,yes,yes,yes,yes,Low,High,Low,6,15,14,14,2,12,12,13
289,Gabriel Pereira,Male,18,Urban,equal to 3,Apart,reputation,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,High,Medium,Low,9,15,13,15,2,14,15,17
290,Gabriel Pereira,Male,18,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,Low,Very High,11,12,11,11,0,10,10,11
291,Gabriel Pereira,Female,17,Urban,greater than 3,living together,reputation,<15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,Low,Low,Medium,0,15,15,15,4,11,10,11
292,Gabriel Pereira,Female,18,Urban,equal to 3,living together,reputation,<15 min,2 to 5 hours,1,no,no,no,no,yes,yes,yes,High,Medium,Very High,12,12,12,13,2,11,12,14
293,Gabriel Pereira,Female,17,Rural,equal to 3,living together,reputation,15 to 30 min.,  >10 hours,0,no,yes,yes,no,yes,yes,no,Very Low,Low,Medium,6,18,18,18,4,11,12,14
294,Gabriel Pereira,Male,18,Rural,equal to 3,living together,reputation,15 to 30 min.,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,High,Low,High,8,14,13,14,4,11,11,13
295,Gabriel Pereira,Male,17,Urban,greater than 3,living together,home,<15 min,<2 hours,0,no,yes,yes,no,yes,yes,yes,High,Medium,Very High,4,14,12,11,4,11,13,14
296,Gabriel Pereira,Female,19,Urban,greater than 3,living together,reputation,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,High,Low,0,10,9,0,2,16,16,16
297,Gabriel Pereira,Female,18,Urban,equal to 3,living together,home,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,High,Very High,Low,10,10,8,8,0,9,10,10
298,Gabriel Pereira,Female,18,Urban,greater than 3,living together,reputation,<15 min,  >10 hours,0,no,yes,yes,no,yes,yes,yes,Medium,Medium,Medium,0,14,13,14,2,10,11,12
299,Gabriel Pereira,Male,18,Urban,equal to 3,living together,home,<15 min,<2 hours,0,no,yes,yes,no,yes,yes,yes,High,Low,Very Low,5,16,15,16,8,10,12,12
300,Gabriel Pereira,Female,18,Urban,equal to 3,Apart,home,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,Low,High,High,14,12,10,11,2,15,15,15
301,Gabriel Pereira,Male,17,Urban,equal to 3,living together,home,15 to 30 min.,<2 hours,0,no,no,yes,no,yes,yes,yes,Very Low,Very Low,Very High,0,11,11,10,2,10,10,11
302,Gabriel Pereira,Female,17,Urban,greater than 3,living together,reputation,15 to 30 min.,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,Medium,Medium,Medium,0,15,12,14,2,10,11,12
303,Gabriel Pereira,Female,17,Urban,greater than 3,living together,reputation,<15 min,  >10 hours,0,no,yes,yes,yes,no,yes,yes,Low,Low,Very High,0,17,17,18,2,15,12,13
304,Gabriel Pereira,Male,19,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,High,High,Medium,20,15,14,13,0,11,12,13
305,Gabriel Pereira,Female,18,Urban,greater than 3,living together,reputation,<15 min,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,High,Medium,Medium,8,14,12,12,8,8,8,9
306,Gabriel Pereira,Male,20,Urban,greater than 3,Apart,course,<15 min,<2 hours,0,no,no,no,yes,yes,yes,no,Very High,Medium,Very High,0,17,18,18,6,15,16,16
307,Gabriel Pereira,Male,19,Urban,greater than 3,living together,reputation,15 to 30 min.,<2 hours,1,no,yes,yes,no,yes,yes,yes,Medium,High,High,38,8,9,8,0,11,11,14
308,Gabriel Pereira,Male,19,Rural,greater than 3,living together,reputation,<15 min,2 to 5 hours,1,no,no,no,yes,yes,yes,no,Very High,Medium,Very High,0,15,12,12,8,10,11,12
309,Gabriel Pereira,Female,19,Urban,equal to 3,living together,reputation,<15 min,2 to 5 hours,1,yes,yes,no,yes,no,yes,yes,High,Medium,Medium,18,12,10,10,4,10,12,14
310,Gabriel Pereira,Female,19,Urban,equal to 3,living together,home,<15 min,2 to 5 hours,1,no,no,no,yes,no,yes,no,Low,High,Medium,0,9,9,0,12,8,9,10
311,Gabriel Pereira,Female,19,Urban,greater than 3,living together,other,30 min. to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,no,yes,High,Very Low,Low,20,14,12,13,16,11,12,12
312,Gabriel Pereira,Male,19,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,1,no,no,no,no,no,yes,yes,Very High,Low,High,3,13,11,11,10,16,16,16
313,Gabriel Pereira,Female,19,Urban,equal to 3,living together,reputation,15 to 30 min.,2 to 5 hours,1,no,yes,yes,no,no,yes,yes,Low,Low,Very Low,22,13,10,11,2,13,13,13
314,Gabriel Pereira,Female,19,Urban,greater than 3,living together,home,<15 min,5 to 10 hours,2,no,no,no,no,no,yes,yes,Very Low,Low,Medium,14,15,13,13,2,16,17,18
315,Gabriel Pereira,Female,19,Rural,greater than 3,living together,reputation,<15 min,5 to 10 hours,1,no,no,no,no,yes,yes,yes,Very Low,Low,Medium,40,13,11,11,8,14,14,15
316,Gabriel Pereira,Female,18,Urban,greater than 3,living together,course,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,Medium,Very Low,0,8,8,0,6,15,16,16
317,Gabriel Pereira,Female,18,Urban,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,High,Very High,9,9,10,9,6,12,12,12
318,Gabriel Pereira,Female,17,Rural,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,yes,yes,yes,no,yes,yes,Medium,High,Very High,0,11,11,10,15,12,9,10
319,Gabriel Pereira,Female,18,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,High,High,Very High,2,11,11,11,6,11,12,12
320,Gabriel Pereira,Female,17,Urban,greater than 3,Apart,course,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Low,Low,Very High,23,13,13,13,2,14,12,13
321,Gabriel Pereira,Female,17,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,Low,Low,Medium,12,11,9,9,8,13,15,15
322,Gabriel Pereira,Female,17,Rural,equal to 3,living together,course,<15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,Low,Medium,3,11,11,11,0,9,8,10
323,Gabriel Pereira,Female,17,Urban,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,yes,no,no,no,yes,yes,High,Medium,Very High,1,12,14,15,0,10,10,10
324,Gabriel Pereira,Female,17,Urban,equal to 3,living together,home,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,Medium,Medium,Low,0,16,15,15,10,10,10,11
325,Gabriel Pereira,Male,18,Urban,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,Medium,Medium,Medium,3,9,12,11,22,11,11,10
326,Gabriel Pereira,Male,17,Urban,greater than 3,living together,reputation,<15 min,<2 hours,0,no,no,no,yes,no,yes,yes,Medium,Very High,Very High,3,14,15,16,18,13,13,13
327,Gabriel Pereira,Male,17,Rural,greater than 3,living together,course, >1 hour,<2 hours,0,no,yes,no,no,yes,yes,yes,High,Very High,High,8,11,10,10,2,17,17,18
328,Gabriel Pereira,Female,17,Urban,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,High,High,High,7,10,9,9,0,12,13,13
329,Gabriel Pereira,Female,17,Urban,greater than 3,living together,course,15 to 30 min.,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,Medium,Medium,High,4,14,14,14,12,12,12,14
330,Gabriel Pereira,Male,18,Urban,equal to 3,living together,course,<15 min,  >10 hours,0,no,yes,no,yes,yes,yes,yes,Very High,Very High,Very High,2,9,8,8,10,12,13,14
331,Gabriel Pereira,Female,17,Rural,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,High,Medium,Very High,7,12,14,14,0,12,12,12
332,Gabriel Pereira,Female,18,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Medium,High,High,0,7,0,0,0,18,18,18
333,Gabriel Pereira,Female,18,Urban,equal to 3,living together,home,<15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,Medium,Medium,Low,0,8,8,0,0,13,13,14
334,Gabriel Pereira,Female,18,Rural,greater than 3,living together,course,15 to 30 min.,  >10 hours,0,no,no,no,yes,yes,yes,no,High,High,High,0,10,9,0,0,14,15,15
335,Gabriel Pereira,Female,17,Urban,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,High,Very High,Very High,16,16,15,15,0,17,17,17
336,Gabriel Pereira,Female,19,Rural,greater than 3,Apart,home,<15 min,5 to 10 hours,1,no,no,yes,no,yes,yes,no,High,Medium,Very High,12,14,13,13,2,15,16,16
337,Gabriel Pereira,Female,17,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Medium,Low,Low,0,7,8,0,0,17,18,18
338,Gabriel Pereira,Female,18,Urban,equal to 3,living together,home,<15 min,  >10 hours,0,no,yes,no,no,yes,yes,yes,Medium,Medium,Very Low,7,16,15,17,0,18,19,19
339,Gabriel Pereira,Female,17,Rural,greater than 3,Apart,home,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Medium,Medium,Low,4,9,10,10,0,14,15,15
340,Gabriel Pereira,Female,19,Urban,greater than 3,living together,home,<15 min,5 to 10 hours,1,no,no,yes,yes,yes,yes,yes,Medium,High,Medium,4,11,12,11,0,14,15,15
341,Gabriel Pereira,Male,18,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,Medium,Medium,Low,0,10,10,0,2,14,13,13
342,Gabriel Pereira,Male,18,Urban,equal to 3,living together,home,<15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,Medium,Medium,Very High,11,16,15,15,0,13,14,14
343,Gabriel Pereira,Female,17,Urban,greater than 3,Apart,home,<15 min,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,Medium,Very Low,High,0,9,8,0,0,16,17,17
344,Gabriel Pereira,Female,18,Urban,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,Medium,Medium,Medium,4,11,10,10,0,18,18,17
345,Gabriel Pereira,Female,18,Urban,greater than 3,living together,other,<15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,High,Medium,Very Low,7,13,13,14,0,14,15,15
346,Gabriel Pereira,Male,18,Rural,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,Medium,Low,High,9,16,15,16,0,12,13,13
347,Gabriel Pereira,Male,18,Urban,greater than 3,living together,course,<15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,High,Very High,Very High,0,10,10,9,0,7,7,8
348,Gabriel Pereira,Female,17,Urban,greater than 3,living together,reputation,<15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,High,Medium,High,0,13,15,15,0,16,16,16
349,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,course,15 to 30 min.,<2 hours,1,no,yes,no,no,no,yes,yes,Very High,Very High,Very High,10,11,13,13,0,18,18,18
350,Mousinho da Silveira,Male,19,Rural,greater than 3,living together,home,30 min. to 1 hour,2 to 5 hours,3,no,no,no,no,yes,yes,yes,High,High,Low,8,8,7,8,0,9,10,11
351,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,course,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Very High,High,Medium,2,13,13,13,0,14,15,15
352,Mousinho da Silveira,Male,18,Urban,equal to 3,living together,course,<15 min,<2 hours,1,no,no,no,no,yes,no,yes,Medium,Medium,Medium,7,8,7,8,0,10,10,11
353,Mousinho da Silveira,Male,19,Rural,greater than 3,living together,home,30 min. to 1 hour,<2 hours,1,no,yes,no,no,yes,yes,yes,High,High,Very High,4,8,8,8,2,10,10,11
354,Mousinho da Silveira,Male,17,Rural,greater than 3,living together,home,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,Very High,Very High,Low,4,13,11,11,2,12,12,15
355,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,course,<15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,no,Medium,High,Very High,0,10,9,9,2,11,12,14
356,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,other,15 to 30 min.,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,Medium,Very High,4,12,13,13,2,15,16,17
357,Mousinho da Silveira,Female,17,Urban,equal to 3,Apart,reputation,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,no,Low,Medium,Very High,2,12,12,11,2,14,15,17
358,Mousinho da Silveira,Male,18,Urban,equal to 3,living together,home,15 to 30 min.,<2 hours,0,no,no,no,no,no,yes,yes,Medium,Low,Medium,4,10,10,10,8,12,12,15
359,Mousinho da Silveira,Female,18,Urban,equal to 3,living together,course,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,Medium,Low,High,0,18,16,16,2,15,15,17
360,Mousinho da Silveira,Female,18,Rural,equal to 3,Apart,course,30 min. to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,Medium,High,Very High,0,13,13,13,8,11,12,14
361,Mousinho da Silveira,Male,18,Rural,equal to 3,living together,other,15 to 30 min.,2 to 5 hours,1,no,no,no,yes,no,no,no,High,Medium,Very High,2,13,12,12,9,11,10,10
362,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,other,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,Medium,Low,Medium,0,11,11,10,0,12,11,13
363,Mousinho da Silveira,Female,17,Urban,equal to 3,living together,course,<15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,Medium,High,Very Low,0,16,15,15,4,11,12,14
364,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,course,15 to 30 min.,2 to 5 hours,0,no,no,no,no,no,yes,no,Low,Low,Medium,0,12,11,12,2,14,15,17
365,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,course,15 to 30 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,no,Medium,High,Medium,4,10,10,10,14,15,14,17
366,Mousinho da Silveira,Male,18,Urban,equal to 3,living together,other,15 to 30 min.,5 to 10 hours,0,no,no,yes,no,yes,yes,yes,Low,Low,Very High,0,13,13,13,0,12,12,13
367,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,reputation,30 min. to 1 hour,<2 hours,1,no,yes,yes,no,yes,yes,yes,Low,Very Low,Very Low,0,7,6,0,2,11,12,14
368,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,course,15 to 30 min.,<2 hours,0,no,yes,yes,no,yes,yes,yes,Low,Medium,High,0,11,10,10,2,8,9,11
369,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,other,30 min. to 1 hour,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,Low,Low,Very High,10,14,12,11,12,10,10,11
370,Mousinho da Silveira,Female,19,Urban,equal to 3,living together,home,15 to 30 min.,2 to 5 hours,2,no,no,no,yes,yes,yes,no,Low,Low,Medium,4,7,7,9,2,8,8,9
371,Mousinho da Silveira,Male,18,Rural,equal to 3,living together,other,30 min. to 1 hour,<2 hours,0,no,yes,yes,yes,yes,no,yes,Medium,Medium,Medium,3,14,12,12,2,10,10,10
372,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,home,<15 min,5 to 10 hours,0,no,no,no,yes,yes,yes,no,High,Medium,Medium,8,13,11,11,4,14,13,13
373,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,course,<15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,Very High,Very High,Very Low,14,6,5,5,0,11,11,10
374,Mousinho da Silveira,Female,18,Rural,equal to 3,living together,reputation,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,High,High,Very Low,0,19,18,19,0,17,18,17
375,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,home, >1 hour,5 to 10 hours,0,no,no,no,no,yes,yes,yes,Medium,Low,High,2,8,8,10,0,14,14,15
376,Mousinho da Silveira,Female,20,Urban,greater than 3,living together,course,15 to 30 min.,5 to 10 hours,2,no,yes,yes,no,no,yes,yes,High,Medium,Medium,4,15,14,15,0,14,14,14
377,Mousinho da Silveira,Female,18,Rural,equal to 3,living together,course,<15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,High,Medium,Low,4,8,9,10,0,13,14,13
378,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,Very Low,Medium,Very Low,0,15,15,15,0,17,18,17
379,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,reputation,<15 min,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,Very High,High,Very Low,17,10,10,10,2,11,10,10
380,Mousinho da Silveira,Male,18,Urban,greater than 3,living together,home,<15 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,Low,High,Low,4,15,14,14,0,13,12,13
381,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,other,15 to 30 min.,<2 hours,0,no,no,no,yes,no,yes,yes,High,Medium,Very High,5,7,6,7,4,15,14,15
382,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,home,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,High,Medium,Medium,2,11,11,10,2,11,12,11
383,Mousinho da Silveira,Male,19,Rural,greater than 3,living together,other,15 to 30 min.,<2 hours,1,no,no,no,no,yes,yes,no,Medium,Low,Very High,0,6,5,0,0,11,11,12
384,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,home,15 to 30 min.,<2 hours,1,no,no,yes,no,yes,yes,no,High,Medium,Medium,14,6,5,5,0,11,10,10
385,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,other,15 to 30 min.,5 to 10 hours,0,no,no,yes,no,yes,yes,no,Medium,Medium,High,2,10,9,10,2,10,9,10
386,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,reputation,30 min. to 1 hour,<2 hours,0,no,yes,yes,yes,yes,yes,yes,High,Medium,Very High,7,6,5,6,0,15,15,15
387,Mousinho da Silveira,Female,19,Rural,greater than 3,living together,course,<15 min,5 to 10 hours,1,no,no,no,yes,no,yes,yes,High,Low,Very High,0,7,5,0,6,15,14,15
388,Mousinho da Silveira,Female,18,Urban,equal to 3,living together,course,<15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,Medium,High,Very Low,0,7,9,8,8,10,11,12
389,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,course,15 to 30 min.,2 to 5 hours,1,no,no,no,yes,yes,yes,no,Very Low,Very Low,Very High,0,6,5,0,0,10,9,12
390,Mousinho da Silveira,Male,20,Urban,equal to 3,Apart,course,<15 min,2 to 5 hours,2,no,yes,yes,no,yes,yes,no,Very High,High,High,11,9,9,9,6,14,13,14
391,Mousinho da Silveira,Male,17,Urban,equal to 3,living together,course,15 to 30 min.,<2 hours,0,no,no,no,no,no,yes,yes,High,Very High,Low,3,14,16,16,8,11,13,14
392,Mousinho da Silveira,Male,21,Rural,greater than 3,living together,course,<15 min,<2 hours,3,no,no,no,no,no,yes,no,Very High,Medium,Medium,3,10,8,7,0,12,13,15
393,Mousinho da Silveira,Male,18,Rural,equal to 3,living together,course,30 min. to 1 hour,<2 hours,0,no,no,no,no,no,yes,yes,High,Very Low,Very High,0,11,12,10,4,14,14,15
394,Mousinho da Silveira,Male,19,Urban,equal to 3,living together,course,<15 min,<2 hours,0,no,no,no,no,yes,yes,yes,Low,Medium,Very High,5,8,9,9,0,14,14,16
